Continent,Region/Plate,Archaeological Grouping,Country,State (or the like),Serial,Group Serial,Source General,Source Common Name,Obsidian Age,Secondary Age,Ages Average,Formation Type,Boundary Activity,Boundary Type,Crust Type,Normative Occurrence,Latitude,Longitude,Loc. Notes,Conservative Grouping,Hypothetical Grouping,Tool Quality,Type,Geology,Ethnominerology,Other Names,Bibliographies,Known?,Catalogued?,,Total No. Known,Total No. Catalogued,Total %,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,Potosi Department,BOL008,G-BOL008,Cerro Runtu Jara,Cerro Runtu Jara,,,,,Active,Convergent,Continental,Active Continental Margin,-22.00269,-67.824,,Chascon-Runtu Jarita Complex,,,Obsidian,,,,"""Watts, R. B., S. L. De Silva, G. Jimenez De Rios, and I. Croudace. 1999. Effusive Eruption of Viscous Silicic Magma Triggred and Driven by Recharge: A Case Study of the Cerro Chascon-Runtu Jarita Dome Complex in Southwest Bolivia. Bulletin of Volcanology 60:241-264.""",1,1,,,,,,,,,,,,,,,,,
South America,Brazil Shield,Brazil Shield,Brazil,Rio Grande do Sul,BRA001,G-BRA001,Lavras do Sul Shoshonitic Association,Lavras do Sul Shoshonitic Association,,630,630,,Inactive,Convergent,Continental,Active Continental Margin,-30.993,-53.494,Location is uncertain,,,,Obsidian,"""Obsidian from the southernmost tip of Brazil originates 'post-collisional stage of the Brasiliano/Pan-African orogenic cycle in the Neoproterozoic III to Ordovician period.' The obsidian is dark, dense, and finely banded (Wildner et al. 2002). There is no evidence of archaeological use.""",,,"""Wilder, W., E. F. Lima, L. V. S. Nardi, and C. A. Sommer. 2002. Volcanic Cycles and Setting in the Neoproterozoic III to Ordovician Camaqua Basin Sucession in Southern Brazil: Characteristics of Post-Collisional Magmatism. Journal of Volcanology and Geothermal Research 118:261-283.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Chile,Los Lagos,CHL002,G-CHL002,Chaiten Volcano,Chaiten Volcano,0.1,32-10,0.1,,,,Continental,Active Continental Margin,-42.501,-72.4,,,,,Obsidian,"""Chaiten Volcano obsidian is from 'A rhyolitic dome within a collapsed caldera located on the west flank of the much larger Michinmahuida volcano, northeast of the town of Chaiten.' Glass from this source is a translucent grey with bands, and contains phenocrysts of quartz and feldspar (Fernandez et al. 2015).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Fernández, María Victoria, Charles R. Stern, and Pablo Rodrigo Leal. 2015. Geochemical Analysis of Obsidian from Archaeological Sites in Northwestern Santa Cruz Province, Argentine Patagonia. Quaternary International 375:44-54. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Chile,Chile,CHL003,G-CHL003,Estero la Plata,Estero la Plata,,32-10,21,,,,Continental,Active Continental Margin,-35.962,-71.015,,,"Region of ""Active Margin"" Basins",,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Seelenfreund, Andrea, Javier Miranda, Alain Mariaux, María Inés Dinator, and J. Roberto Morales. 2005. Caracterizacion de Obsidianas del Norte y Centro Sur de Chile Mediante Analisis de Fluorescencia de Rayos X. Chungara, Revista de Antropología Chilena 37(2):245-253. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Chile,Santiago Metropolitan,CHL004,G-CHL004,Laguna del Maule,Laguna del Maule-1 Santiago,,32-10,21,,Active,Convergent,Continental,Active Continental Margin,-36.044,-70.524,,,"Region of ""Active Margin"" Basins",,Obsidian,"""Obsidian from Laguna del Maule comes from the border of Argentina and Chile, as part of the Cordillera Principal Volcanic Complex. Nodules range from 3-5 cm and are heterogenous in composition (Duran et al. 2011).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Chile,Santiago Metropolitan,CHL005,G-CHL004,Laguna del Maule,Laguna del Maule-2 Santiago,,32-10,21,,Active,Convergent,Continental,Active Continental Margin,-36.044,-70.524,,,"Region of ""Active Margin"" Basins",,Obsidian,"""Obsidian from Laguna del Maule comes from the border of Argentina and Chile, as part of the Cordillera Principal Volcanic Complex. Nodules range from 3-5 cm and are heterogenous in composition (Duran et al. 2011).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Chile,Chile,CHL006,G-CHL006,Laguna Negra,Laguna Negra,,32-10,21,,,,Continental,Active Continental Margin,-41.132,-71.577,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Durán, Víctor, Anna Maria de Francisco, Valeria Cortegoso, Gustavo Neme, Luis Cornejo, Marco Bocci. 2012. Caracterización y Procedencia de Obsidianas de Sitios Arquelógicos del Central Oeste de Argentina y Centro Chile con Metodología no Destructiva por Fluorescencia de Rayos X (XRF). Intersecciones en Antropología 13:423-437. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Chile,Chile,CHL007,G-CHL007,Las Coloradas,Las Coloradas,,32-10,21,,,,Continental,Active Continental Margin,-36.099,-70.527,,,"Region of ""Active Margin"" Basins",,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Seelenfreund, Andrea, Javier Miranda, Alain Mariaux, María Inés Dinator, and J. Roberto Morales. 2005. Caracterizacion de Obsidianas del Norte y Centro Sur de Chile Mediante Analisis de Fluorescencia de Rayos X. Chungara, Revista de Antropología Chilena 37(2):245-253. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Chile,Maule,CHL008,G-CHL008,Radal Siete Tazas,Radal Siete Tazas,,32-10,21,,,,Continental,Active Continental Margin,-35.453,-70.722,,,"Region of ""Active Margin"" Basins",,Obsidian,,,"""Literature suggests an alternate name for this source includes Radal 7 Tazas (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Seelenfreund, Andrea, Javier Miranda, Alain Mariaux, María Inés Dinator, and J. Roberto Morales. 2005. Caracterizacion de Obsidianas del Norte y Centro Sur de Chile Mediante Analisis de Fluorescencia de Rayos X. Chungara, Revista de Antropología Chilena 37(2):245-253. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",1,1,,,,,,,,,,,,,,,,,
South America,Austral Volcanic Zone,Austral Volcanic Zone,Chile,Magallanes y la Antártica Chilena,CHL009,G-CHL009,Seno Otway,Seno Otway,17.1,32-10,17.1,,,,Continental,Active Continental Margin,-52.504,-71.56,,,,,Obsidian,"""Seno de Otway obsidian is dark green to dark grey, and exhibits banding from colorless to green. 'This type of hydrated calc-alkaline obsidian has been identified solely from the analysis of artifacts found in both coastal maritime archaeological sites around the Otway Sea, the Magellan Strait and Tierra del Fuego, and, in smaller amounts, in terrestrial hunter gatherer sites in the Magellanic region' (Fernandez et al. 2015).""",,"""Literature suggests an alternate name for this source includes Seno de Otway (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Fernández, María Victoria, Charles R. Stern, and Pablo Rodrigo Leal. 2015. Geochemical Analysis of Obsidian from Archaeological Sites in Northwestern Santa Cruz Province, Argentine Patagonia. Quaternary International 375:44-54. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324. ; Stern, Charles R., and Rolf Kilian. 1996. Role of the Subducted Slab, Mantle Wedge and Continental Crust in the Generation of Adakites from the Andean Austral Volcanic Zone. Contributions to Mineral Petrology 123:263-281.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Chile,Atacama,CHL010,G-CHL010,Volcán Copiapó,Volcán Copiapó,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-27.331,-69.109,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Seelenfreund, Andrea, Javier Miranda, Alain Mariaux, María Inés Dinator, and J. Roberto Morales. 2005. Caracterizacion de Obsidianas del Norte y Centro Sur de Chile Mediante Analisis de Fluorescencia de Rayos X. Chungara, Revista de Antropología Chilena 37(2):245-253. ; Baker, M. C. W., and P. W. Francis. 1978. Upper Cenozoic Volcanism in the Central Andes - Ages and Volumes. Earth and Planetary Science Letters 41:175-187.""",1,1,,,,,,,,,,,,,,,,,
South America,Austral Volcanic Zone,Austral Volcanic Zone,Chile,XI Region,CHL011,G-CHL011,Meseta del Lago Buenos Aires,Meseta del Lago Buenos Aires,,,,,Active,Convergent,Continental,Active Continental Margin,-46.657,-72.713,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Fernández, María Victoria, Charles R. Stern, and Pablo Rodrigo Leal. 2015. Geochemical Analysis of Obsidian from Archaeological Sites in Northwestern Santa Cruz Province, Argentine Patagonia. Quaternary International 375:44-54. ; Stern, Charles R., and Rolf Kilian. 1996. Role of the Subducted Slab, Mantle Wedge and Continental Crust in the Generation of Adakites from the Andean Austral Volcanic Zone. Contributions to Mineral Petrology 123:263-281.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Chile,Santiago Metropolitan,CHL012,G-CHL004,Laguna del Maule,Laguna del Maule Group General,,32-10,21,,Active,Convergent,Continental,Active Continental Margin,-36.044,-70.524,,,"Region of ""Active Margin"" Basins",,Obsidian,"""Obsidian from Laguna del Maule comes from the border of Argentina and Chile, as part of the Cordillera Principal Volcanic Complex. Nodules range from 3-5 cm and are heterogenous in composition (Duran et al. 2011).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Durán, Víctor, Anna Maria de Francisco, Valeria Cortegoso, Gustavo Neme, Luis Cornejo, Marco Bocci. 2012. Caracterización y Procedencia de Obsidianas de Sitios Arquelógicos del Central Oeste de Argentina y Centro Chile con Metodología no Destructiva por Fluorescencia de Rayos X (XRF). Intersecciones en Antropología 13:423-437. ; Giesso, Martin, Monica A. Beron, and Michael D. Glascock. 2008. Obsidian in Western Pampas, Argentina: Source Characterization and Provisioning Strategies. International Association of Obsidian Studies 38:15-18. ; Seelenfreund, Andrea, Javier Miranda, Alain Mariaux, María Inés Dinator, and J. Roberto Morales. 2005. Caracterizacion de Obsidianas del Norte y Centro Sur de Chile Mediante Analisis de Fluorescencia de Rayos X. Chungara, Revista de Antropología Chilena 37(2):245-253. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Chile,Araucania,CHL013,G-CHL013,Nevados de Sollipulli,Nevados de Sollipulli,,0,0,,Active,Convergent,Continental,Active Continental Margin,-38.97716,-71.63528,,,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes North,Andes North,Colombia,Cauca Dept,COL001,G-COL001,Azafatudo,Azafatudo,0.69-0.08,,0.385,,,,Continental,Active Continental Margin,2.202,-76.456,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Bellot-Gurlet, Ludoviv, Olivier Dorighel, and Gérard Poupeau. 2008. Obsidian Provenace Studies in Columbia and Ecuador: Obsidian Sources Revisited. Journal of Archaeological Science 35:272-289.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes North,Andes North,Colombia,Cauca Dept,COL002,G-COL002,Río Hondo,Río Hondo,4.27-0.07,,2.17,,,,Continental,Active Continental Margin,2.478,-76.776,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Bellot-Gurlet, Ludoviv, Olivier Dorighel, and Gérard Poupeau. 2008. Obsidian Provenace Studies in Columbia and Ecuador: Obsidian Sources Revisited. Journal of Archaeological Science 35:272-289.""",1,1,,,,,,,,,,,,,,,,,
South America,,,Colombia,Cauca Dept,COL003,G-COL003,Sotara,Sotara,,,,,,,Continental,Active Continental Margin,,,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR.""",1,,,,,,,,,,,,,,,,,,
South America,Andes North,Andes North,Colombia,Cauca Dept,COL004,G-COL004,Calites,Calites,,,,,,,Continental,Active Continental Margin,3.135,-76.471,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Bellot-Gurlet, Ludoviv, Olivier Dorighel, and Gérard Poupeau. 2008. Obsidian Provenace Studies in Columbia and Ecuador: Obsidian Sources Revisited. Journal of Archaeological Science 35:272-289.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes North,Andes North,Ecuador,Pichincha,ECU003,G-ECU003,Callejones,Callejones-1,0.22-0.01,,0.115,,,,Continental,Active Continental Margin,-0.223,-78.46,,Sierra de Guamani,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Knight, Charles L. F., Andrea M. Cuellar, Michael D. Glascock, Minard L. Hall, and Patricia A. Mothes. 2011. Obsidian Source Characterization in the Cordillera Real and Eastern Piedmont of the North Ecuadorian Andes. Journal of Archaeological Science 38:1069-1079.""",1,,,,,,,,,,,,,,,,,,
