,,,,,,,Na,,Na%,,Na2O,,Na2O%,,Mg,,Mg%,,MgO,,MgO%,,Cl,,K,,K%,,K2O,,K2O%,,Sc,,Ti,,Ti%,,TiO2,,TiO2%,,Mn,,Mn%,,MnO,,MnO%,,Fe,,Fe%,,FeO%,,Fe2O3,,Fe2O3%,,Co,,Zn,,Ga,,Rb,,Sr,,Y,,Zr,,Nb,,Sb,,Cs,,Ba,,La,,Ce,,Nd,,Tb,,Dy,,Sm,,Eu,,Yb,,Lu,,Hf,,Ta,,Pb,,Th,,U,
Moore,UNV066,Kane Springs,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,4.3,24.3,2.2,188.3,2.4,17.7,6.5,53.8,1.5,189.9,6,37.4,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,1.8,26.9,2.9,,
Rees 2008,UNV066,Kane Springs,Artifact,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,4,44,3,38,3,154,4,26,3,,,,,265,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rees 2008,UNV066,Kane Springs,Artifact,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,4,43,3,37,3,156,4,27,3,,,,,251,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haarklau et al 2005,UNV067,Meadow Valley Mountains A,Artifact,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,88,,,,,,,208,27,,,,,,,,,,,,,,,,,,,29,8,,,187,4,22,9,32,3,129,7,22,1,,,,,53,33,,,,,,,,,,,,,,,,,,,,,,,22,9,,,,
Haarklau et al 2005,UNV067,Meadow Valley Mountains A,Artifact,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,89,,,,,,,193,27,,,,,,,,,,,,,,,,,,,33,7,,,185,4,21,9,32,3,130,7,21,1,,,,,79,32,,,,,,,,,,,,,,,,,,,,,,,18,9,,,,
Haarklau et al 2005,UNV068,Meadow Valley Mountains B,Artifact,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901,89,,,,,,,209,27,,,,,,,,,,,,,,,,,,,59,7,,,193,4,27,9,49,3,165,7,35,1,,,,,36,34,,,,,,,,,,,,,,,,,,,,,,,22,4,,,,
Haarklau et al 2005,UNV069,Meadow Valley Mountains C,Artifact,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,89,,,,,,,190,27,,,,,,,,,,,,,,,,,,,47,7,,,281,4,21,9,63,3,124,7,47,1,,,,,18,31,,,,,,,,,,,,,,,,,,,,,,,25,9,,,,
Haarklau et al 2005,UNV070,Meadow Valley Mountains D,Artifact,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691,88,,,,,,,240,27,,,,,,,,,,,,,,,,,,,62,7,,,418,4,4,9,83,3,118,7,56,1,,,,,0,31,,,,,,,,,,,,,,,,,,,,,,,33,4,,,,
Moore,UNV071,Double H Subsource 1,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.9,6.7,17.6,3.7,209,2.7,8.7,6.7,88.5,1.9,486.4,6.5,36.8,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,3.4,28.5,3.9,,
Moore,UNV071,Double H Subsource 1,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.8,6.1,29.7,3.2,219.4,2.5,5.6,6.9,93.9,1.8,516.1,6.4,37,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4,2.9,28.1,3.4,,
Moore,UNV071,Double H Subsource 1,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,6.8,33.8,3.5,204.3,2.8,4.5,9.9,92.4,2,497.2,6.6,37.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,3.2,26.6,3.8,,
Moore,UNV071,Double H Subsource 1,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.3,5.6,24.1,2.8,205.4,2.4,6.9,6.6,94.2,1.8,503.3,6.4,39,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7,2.6,22.7,3.1,,
Moore,UNV071,Double H Subsource 1,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.1,5.7,23.6,2.8,203.4,2.5,6.4,6.7,94.7,1.8,503.7,6.4,39.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,2.6,24.8,3,,
Moore,UNV071,Double H Subsource 1,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.5,5.7,22.9,2.7,199.2,2.5,9.8,6.6,93,1.7,486.9,6.4,33.7,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4,2.4,29.6,3.1,,
Moore,UNV071,Double H Subsource 1,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.9,5.7,27.2,2.6,216.3,2.5,6.6,6.7,93.4,1.8,513.8,6.4,34.9,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,2.4,29.9,3,,
Moore,UNV072,Double H Subsource 2,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.7,5.3,17,2.5,200.6,2.4,6.1,6.7,89.6,1.6,486.6,6.3,40.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,2.3,22.4,2.8,,
Moore,UNV072,Double H Subsource 2,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.8,6.1,23.9,2.8,216.8,2.7,4.8,7.8,94.5,1.9,508.2,6.5,35.2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7,2.6,31,3.2,,
Moore,UNV072,Double H Subsource 2,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.1,6.6,15.4,3,191.9,2.8,5,7.6,89.8,2,487.7,6.6,32.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,2.9,26.4,3.5,,
Moore,UNV072,Double H Subsource 2,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.2,7.6,15.6,3.7,193.1,3.2,5.7,7.2,89.2,2.4,469.2,6.9,35.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3.6,28.7,4.1,,
Moore,UNV073,Double H Subsource 3,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,5.4,24.7,2.5,200,2.4,5.2,6.9,87,1.7,473,6.3,36.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2.3,28.3,2.8,,
Moore,UNV073,Double H Subsource 3,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.8,6,27.8,2.8,204.2,2.6,8.1,6.6,94.2,1.9,482.2,6.5,35.5,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,2.6,21.7,3.1,,
Moore,UNV073,Double H Subsource 3,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.1,6.6,29.3,3.1,214.2,2.8,5.7,7,94.7,2,509.1,6.6,42.3,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,2.8,22.8,3.4,,
Moore,UNV073,Double H Subsource 3,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.9,5.6,28.5,2.7,214.7,2.5,6.3,6.7,89.2,1.7,478.1,6.3,34,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,2.4,28.9,3,,
Moore,UNV073,Double H Subsource 3,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.2,5.6,26.7,2.6,202.4,2.5,5.2,7.1,91,1.7,484.1,6.3,32.6,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,2.5,23.5,3,,
Moore,UNV073,Double H Subsource 3,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.6,6.2,36.7,2.8,224.8,2.6,5.5,6.9,96.9,1.8,516.3,6.4,33.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6,2.6,33.6,3.2,,
Moore,UNV073,Double H Subsource 3,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.1,5.4,27.2,2.5,179.2,2.4,7.4,6.6,81.7,1.7,435.7,6.3,29.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,2.4,19.5,2.9,,
Moore,UNV073,Double H Subsource 3,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.2,6.1,21.2,2.8,192.6,2.6,5.4,7.1,87.1,1.9,466.1,6.5,35.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6,2.6,23.9,3.3,,
Moore,UNV073,Double H Subsource 3,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.6,6.3,17.6,2.9,182,2.7,4.6,8.5,84.3,2,443.8,6.5,29.7,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,2.8,21.4,3.3,,
Moore,UNV074,Double H Subsource 4,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.7,5.9,19.9,2.6,221.5,2.6,6.8,6.6,99.2,1.8,519,6.4,36,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,2.6,28.9,3,,
Moore,UNV074,Double H Subsource 4,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.5,5.1,27,2.4,204.1,2.4,5.9,6.7,94,1.6,501.9,6.3,36.7,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,2.2,24.2,2.8,,
Moore,UNV074,Double H Subsource 4,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,5.2,24.4,2.4,208.1,2.3,5.5,6.8,94.5,1.6,499.5,6.2,39.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,2.3,26.8,2.8,,
Moore,UNV074,Double H Subsource 4,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.8,5.9,28.8,2.7,217.8,2.6,5.5,6.9,96.3,1.8,513,6.4,38.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1,2.5,24.3,3.1,,
Moore,UNV074,Double H Subsource 4,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.5,5.6,29.8,2.6,201.3,2.5,5.3,7,94.5,1.8,496.6,6.4,30.8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2.4,25.2,3,,
Moore,UNV074,Double H Subsource 4,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.6,5.6,28.1,2.6,214.1,2.4,6.2,6.7,92.5,1.7,490.1,6.3,37.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,2.4,27.5,3,,
Moore,UNV074,Double H Subsource 4,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.9,5.9,26.1,2.7,206.8,2.5,6.1,6.7,90.9,1.8,484.9,6.4,33.8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,2.6,28,3,,
Moore,UNV074,Double H Subsource 4,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.4,6.1,19.4,2.9,208.9,2.7,6.2,6.7,95.4,1.9,497.6,6.5,38.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2,2.6,28.1,3.2,,
Moore,UNV074,Double H Subsource 4,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.6,5.3,30.4,2.4,194.7,2.4,4.1,35.8,94.6,1.7,489.5,36.3,35.9,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2.3,25.6,2.9,,
Moore,UNV075,Double H Subsource 5,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.9,6.5,31.8,2.9,203.4,2.7,4.3,12.5,92.7,1.9,486.4,6.5,34.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1,2.7,26,3.4,,
Moore,UNV075,Double H Subsource 5,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.1,6.5,26.4,3.1,196.5,2.8,5.9,6.9,84.1,2,463.7,6.6,39.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,2.8,19.9,3.4,,
Moore,UNV075,Double H Subsource 5,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7,6.2,22,3,196.2,2.7,4,47.2,85.9,1.9,473.5,6.5,31.7,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3,2.8,25.5,3.5,,
Moore,UNV075,Double H Subsource 5,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.4,6.3,26.3,2.9,209.7,2.7,6.8,6.7,95.5,1.9,482.4,6.5,35.6,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2,2.6,26.5,3.3,,
Moore,UNV075,Double H Subsource 5,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.7,5.8,27.1,2.7,181.9,2.6,35.4,6.5,86.9,1.8,444.4,6.4,33.7,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,2.5,17.8,3,,
Moore,UNV075,Double H Subsource 5,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.4,6,28.4,2.7,212.9,2.6,5.3,7,93.2,1.8,485.6,6.4,38.8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,2.5,22.3,3.1,,
Personal Communication Bruce Kaiser,UNV076,Oreana South ID,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,36935,,,,,,,,,,,,,,,,,,147,,,,,,,,7177,,,,,,,,,,,,34,,18,,198,,26,,27,,107,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,
Personal Communication Bruce Kaiser,UNV076,Oreana South ID,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,38257,,,,,,,,,,,,,,,,,,157,,,,,,,,7216,,,,,,,,,,,,40,,18,,199,,27,,26,,113,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,
Personal Communication Bruce Kaiser,UNV076,Oreana South ID,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,36595,,,,,,,,,,,,,,,,,,159,,,,,,,,7132,,,,,,,,,,,,38,,18,,197,,24,,26,,113,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,
Personal Communication Bruce Kaiser,UNV076,Oreana South ID,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,36118,,,,,,,,,,,,,,,,,,142,,,,,,,,7332,,,,,,,,,,,,40,,18,,199,,26,,25,,115,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,
Unknown 1979,UNV077,Humboldt,Source,,EDXRF,1,31009.4223943208,,3.10094223943207,,,,4.18,,,,,,,,,,,,,,,,,,,,,,1618.37756634952,,0.161837756634952,,,,0.27,,549.860159575968,,0.0549860159575968,,,,0.071,,,,,,,,,,,,,,,,,,205,,1,,,,595,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown 1979,UNV077,Humboldt,Source,,EDXRF,1,31157.7928363988,,3.11577928363988,,,,4.2,,,,,,,,,,,,,,,,,,,,,,1672.32348522784,,0.167232348522784,,,,0.279,,534.371140996363,,0.0534371140996363,,,,0.069,,,,,,,,,,,,,,,,,,192,,2,,,,567,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown 1979,UNV077,Humboldt,Source,,EDXRF,1,31306.1632784769,,3.13061632784769,,,,4.22,,,,,,,,,,,,,,,,,,,,,,1624.371557336,,0.1624371557336,,,,0.271,,542.115650286165,,0.0542115650286165,,,,0.07,,,,,,,,,,,,,,,,,,198,,3,,,,611,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown 1979,UNV077,Humboldt,Source,,EDXRF,1,31751.2746047112,,3.17512746047112,,,,4.28,,,,,,,,,,,,,,,,,,,,,,1426.56985478217,,0.142656985478217,,,,0.238,,456.926048098339,,0.0456926048098339,,,,0.059,,,,,,,,,,,,,,,,,,220,,5,,,,640,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown 1979,UNV077,Humboldt,Source,,EDXRF,1,32641.4972571797,,3.26414972571797,,,,4.4,,,,,,,,,,,,,,,,,,,,,,1492.50375563345,,0.149250375563345,,,,0.249,,472.415066677944,,0.0472415066677944,,,,0.061,,,,,,,,,,,,,,,,,,213,,2,,,,664,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown 1979,UNV077,Humboldt,Source,,EDXRF,1,31528.7189415941,,3.15287189415941,,,,4.25,,,,,,,,,,,,,,,,,,,,,,1462.53380070105,,0.146253380070105,,,,0.244,,456.926048098339,,0.0456926048098339,,,,0.059,,,,,,,,,,,,,,,,,,212,,0,,,,901,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown 1979,UNV077,Humboldt,Source,,EDXRF,1,32567.3120361407,,3.25673120361407,,,,4.39,,,,,,,,,,,,,,,,,,,,,,1456.53980971457,,0.145653980971457,,,,0.243,,456.926048098339,,0.0456926048098339,,,,0.059,,,,,,,,,,,,,,,,,,206,,0,,,,677,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown 1979,UNV077,Humboldt,Source,,EDXRF,1,31231.9780574379,,3.12319780574379,,,,4.21,,,,,,,,,,,,,,,,,,,,,,1648.34752128192,,0.164834752128192,,,,0.275,,557.60466886577,,0.055760466886577,,,,0.072,,,,,,,,,,,,,,,,,,198,,0,,,,584,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown 1979,UNV077,Humboldt,Source,,EDXRF,1,31825.4598257502,,3.18254598257502,,,,4.29,,,,,,,,,,,,,,,,,,,,,,1636.35953930896,,0.163635953930896,,,,0.273,,549.860159575968,,0.0549860159575968,,,,0.071,,,,,,,,,,,,,,,,,,206,,0,,,,553,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macdonald et al 1992,UNV078,Summit Lake,Source Sample,,AC and INAA,1,27077.6056792514,,2.70776056792514,,,,3.65,,60.3026919737005,,0.00603026919737005,,,,0.01,,0.08,,42337.2117712005,,4.23372117712005,,,,5.1,,,,779.218828242364,,0.0779218828242364,,,,0.13,,309.780371592095,,0.0309780371592095,,,,0.04,,3287.26282171708,,0.328726282171708,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macdonald et al 1992,UNV078,Summit Lake,Source Sample,,AC and INAA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,101,,,,214,,1.8,,93,,270,,58,,,,4.1,,67,,92,,176,,66,,,,,,15.8,,0.46,,,,1.05,,9.3,,4.9,,32,,28.8,,7.9,
Shackley Letter 2010_2,UNV078,Summit Lake,Geological Samples,,EDXRF,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303,133,,,,,,,416,26,,,,,,,11720,775,,,,,,,,,,,62,5,,,157,6,145,5,20,2,150,5,12,2,,,,,1450,56,,,,,,,,,,,,,,,,,,,,,,,26,2,21,4,,
Shackley Letter 2010_2,UNV078,Summit Lake,Geological Samples,,EDXRF-FP,1,24273.4043239755,,2.42734043239755,,,,3.272,,0,,0,,,,0,,,,42387.0202556372,,4.23870202556372,,,,5.106,,,,407.591387080621,,0.0407591387080621,,,,0.068,,,,,,,,0.065,,10757.0430208529,,1.07570430208529,,,,,,1.538,,,,,,,,,,,,,,,,,,,,,,904,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macdonald et al 1992,UNV079,Cow Creek,Source Sample,,AC and INAA,1,27300.1613423685,,2.73001613423685,,,,3.68,,482.421535789604,,0.0482421535789604,,,,0.08,,0.05,,40261.8582530044,,4.02618582530044,,,,4.85,,,,659.339008512769,,0.0659339008512769,,,,0.11,,387.225464490118,,0.0387225464490118,,,,0.05,,2098.25286492579,,0.209825286492579,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macdonald et al 1992,UNV079,Cow Creek,Source Sample,,AC and INAA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,32,,,,176,,54,,34,,94,,14,,0.4,,8.5,,434,,31,,59,,24,,,,,,4.7,,0.28,,,,0.37,,3.5,,1.29,,25,,19.1,,7.9,
Macdonald et al 1992,UNV080,Clayton Ridge,Source Sample,,AC and INAA,1,30564.3110680865,,3.05643110680865,,,,4.12,,120.605383947401,,0.0120605383947401,,,,0.02,,0.12,,38186.5047348083,,3.81865047348083,,,,4.6,,,,419.57936905358,,0.041957936905358,,,,0.07,,774.450928980236,,0.0774450928980236,,,,0.1,,2657.78696223934,,0.265778696223934,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macdonald et al 1992,UNV080,Clayton Ridge,Source Sample,,AC and INAA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,34,,,,325,,,,52,,100,,36,,2.2,,8.8,,,,16,,38,,22,,,,,,7.6,,0.05,,,,0.64,,4.6,,3.83,,34,,29.5,,9.9,
Macdonald et al 1992,UNV081,McGee Mountain,Source Sample,,AC and INAA,1,29674.0884156179,,2.96740884156179,,,,4,,301.513459868503,,0.0301513459868503,,,,0.05,,0.06,,38269.5188755361,,3.82695188755361,,,,4.61,,,,719.278918377566,,0.0719278918377566,,,,0.12,,387.225464490118,,0.0387225464490118,,,,0.05,,3287.26282171708,,0.328726282171708,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macdonald et al 1992,UNV081,McGee Mountain,Source Sample,,AC and INAA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,38,,,,221,,18,,27,,153,,27,,1.2,,7.3,,130,,40,,71,,29,,,,,,6.6,,0.26,,,,0.67,,4.9,,2.95,,17,,24.9,,13.2,
Macdonald et al 1992,UNV082,Rocky Canyon,Source Sample,,AC and INAA,1,28635.4953210713,,2.86354953210713,,,,3.86,,1145.75114750031,,0.114575114750031,,,,0.19,,0.05,,39680.7592679095,,3.96807592679095,,,,4.78,,,,1078.91837756635,,0.107891837756635,,,,0.18,,,,,,,,,,2797.67048656772,,0.279767048656772,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macdonald et al 1992,UNV082,Rocky Canyon,Source Sample,,AC and INAA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,30,,,,166,,127,,29,,147,,12,,0.4,,6.6,,1050,,37,,69,,26,,,,,,4.7,,0.5,,,,0.32,,4.6,,1.13,,25,,15.2,,6.7,
Macdonald et al 1992,UNV083,Trinity Range,Source Sample,,AC and INAA,1,30045.0145208132,,3.00450145208132,,,,4.05,,241.210767894802,,0.0241210767894802,,,,0.04,,0.08,,38850.617860631,,3.8850617860631,,,,4.68,,,,179.819729594392,,0.0179819729594392,,,,0.03,,,,,,,,,,2937.55401089611,,0.293755401089611,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macdonald et al 1992,UNV083,Trinity Range,Source Sample,,AC and INAA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,66,,,,172,,97,,8,,72,,12,,0.6,,7.1,,801,,24,,46,,19,,,,,,4.3,,0.42,,,,,,3.2,,1.19,,24,,13.7,,5.1,
Thatcher 2000,UOR002,Bald Butte,Artifact,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,96,,,,,,,412,48,,,,,,,11820.1578057486,769.359383806124,1.18201578057486,0.0769359383806124,,,,,1.69,0.11,,,74,7,,,114,3,54,7,44,3,279,7,10,2,,,,,1256,14,,,,,,,,,,,,,,,,,,,,,,,28,2,,,,
Thatcher 2000,UOR002,Bald Butte,Artifact,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,96,,,,,,,307,47,,,,,,,8113.2444110464,769.359383806124,0.81132444110464,0.0769359383806124,,,,,1.16,0.11,,,75,7,,,109,3,55,7,43,3,280,7,14,2,,,,,1344,14,,,,,,,,,,,,,,,,,,,,,,,28,2,,,,
